,transaction_id,user_id,product,quantity,price,timestamp
17,32926fc1-daa3-431c-b815-e126448d6f22,3b5449b5-1179-4275-98b2-d67cc9169020,my,2,613,2024-02-04 10:45:25.846089
18,aa8a5ad6-3b82-4d0a-b8a0-3626a84b80fe,bcb20141-986f-418c-a9f0-100d4e2b0de6,effort,3,990,2024-04-06 18:24:56.804525
19,107a9318-05e9-46d9-9b0f-b51543fadffb,609b873a-a2b6-4d84-a218-85625eea039f,series,5,830,2024-10-11 06:49:41.873227
20,f590c550-7173-4285-8943-0624f47c2e04,6266a90a-fbab-47d7-bef8-be0a665866fe,reduce,1,69,2024-07-09 01:55:17.561284
21,6e3a3290-46ee-44ec-b18d-3a596a91be13,1a9d5b90-4f9d-4729-9e86-b2ea95dc823a,night,2,514,2024-04-16 16:00:05.268669
22,0aabdb4a-28a8-465f-92d1-2de5948b26b8,4cf9779f-411c-4973-b6e5-a6f6accf1d09,sign,3,99,2024-10-18 16:16:59.897415
23,0eacff30-31ac-4728-80dc-5e652108f322,07f16b32-9447-4166-a70d-9bc094699b67,trade,4,232,2024-02-23 00:55:09.641498
24,32416589-3516-488f-a38d-73f636f4298c,ab0a1322-a310-4d40-ae09-0e8f73b5efeb,rise,5,859,2024-09-01 05:34:02.767301
25,590101ed-d1e0-4f96-9263-1e5b716103ca,a5bfcf1f-de60-4315-987a-f2a6c2993d56,power,4,707,2024-07-30 04:44:10.133734
26,7b215905-2706-4f8a-9d8d-0b1f032799ee,98385174-f8bd-485e-9be0-761bcc204468,simply,4,39,2024-02-14 09:49:13.903061
27,4bcb689e-1cb4-4679-96fe-4c7108219286,ac755f05-63ba-470d-aac6-f4802c34b8f7,project,2,559,2024-06-09 04:27:02.041544
28,52333e19-18db-44a9-be74-8824a52b4704,d51c8867-6132-42db-809a-7a807a6bfdef,again,3,202,2024-09-21 16:34:55.034379
29,a5e8a021-a9fb-41e4-81f5-adf80ffd6fbe,aa2cce76-bbd8-4c93-a363-b4c1d0c8025b,shoulder,2,185,2024-07-19 15:28:25.049276
30,9f420eb4-5f00-45c0-9ae3-eb00a0fd274e,c70551c3-37dc-43f7-86ce-e3fad7d7cc97,white,2,457,2024-03-05 07:25:06.206965
31,6e6d95c7-1364-4f9f-8e6d-90dfa9683c42,f95c1009-118c-4f7c-9199-2880d7736b87,read,5,38,2024-01-01 16:32:36.594023
32,f27a965b-c44b-4590-83e2-e4a3c21035a6,a9bd4389-242d-4041-8dc1-60dfcffe1024,deep,4,914,2024-02-24 10:19:22.612886
33,cd83867a-24c3-4575-93c7-ff55db84c1a1,fb34198b-c4ff-497e-b469-9e2fbe830ee9,senior,4,294,2024-10-16 17:53:58.386888
34,dbcd4c20-00ea-48b0-b8c7-e2bea5bdce58,54d883cc-f7c5-4cd0-b09a-ac7c50fe6d83,music,1,716,2024-05-31 12:27:47.783939
35,e9b72e94-e7d3-4581-b068-e0a98f6dc59a,b5b5989a-8a2f-468a-8e62-1a4a4ec1a618,up,4,386,2024-03-09 08:26:57.249082
36,9f393c45-b28c-45ad-bea5-194340e74558,89269674-a142-4445-a74b-529416a464af,early,3,582,2024-05-12 09:17:10.666968
37,6eee04c7-e534-4fd6-8c37-484fec8d26c0,8f016932-48bb-4965-930b-ec12658246ac,person,5,914,2024-07-13 23:55:43.126829
38,7e05bad8-31a0-41a5-bba0-bab3eb47cb44,95408c35-d617-4d3a-a985-787c8f22d08f,war,5,118,2024-09-24 19:05:35.845290
39,16bfcd5b-1994-42b4-841e-a5b2164e9a2c,b8f3b0ea-948c-407e-a790-ebf93e172695,model,4,712,2024-10-06 18:10:16.231385
40,7c47fbf6-7fc4-4e13-92c2-e41fc071daa1,04785ff9-fa6b-4e5c-a842-a0cb836855fb,decade,5,948,2024-02-03 02:37:53.627131
41,c90ef4cf-f1d2-4c42-a0f7-3c950764e6a1,fafd29ed-dbce-4d66-93de-5aacb747b454,same,2,337,2024-03-14 20:04:32.324664
42,55bb031e-2696-4cb1-a984-56aa0fdb2691,aad5934f-a934-43ab-996a-fa51288a8755,gun,1,703,2024-03-15 16:06:22.592862
43,9cc3be1d-b102-44e6-b19b-5dc4ae6891a6,06bc4c2d-ad53-47d6-8ff9-fe14bee0dda5,dog,1,680,2024-09-29 13:43:01.045180
44,ebdb3e34-8f3c-482b-9bb6-b38d9ecae191,d51c8867-6132-42db-809a-7a807a6bfdef,despite,4,313,2024-03-09 04:39:40.195602
45,74d84d04-1723-4229-b7a1-553a7d7d1b6f,51ab60b9-6c75-4acf-938c-2ad647536653,compare,4,625,2024-09-02 19:30:16.943721
46,fdc2b656-0f0b-41d2-aae8-4c5e0d2b0c06,fcc77ced-c489-45dc-a0e8-26c4a4799701,word,2,950,2024-05-03 10:56:14.788328
47,195442d5-a738-4b1b-9818-0bbcc6b535ff,8df9f25d-9dce-4238-99ec-8b69c5a285cb,green,4,643,2024-06-19 13:02:38.595501
48,408c0311-ab62-42b6-96de-2dffbac72974,aeda48b3-2d2d-46a2-9d09-99a866e4d5dc,enjoy,4,118,2024-05-07 03:39:58.551192
49,54ccdddb-6f07-4036-816a-ed38c4c6c46c,00aa8d2d-1524-478e-bf0f-09b3682def7c,remain,3,143,2024-01-09 16:40:39.491498
50,2e2327f0-9bbe-4579-b839-a0e00f752a37,512f2662-577b-4768-822c-4d7d19beea5e,audience,4,27,2024-05-22 22:46:28.364581
51,cd283d7b-25b7-465e-be62-d447556bc9cd,9e3ca220-510b-49da-ab30-f55cfae8ca1a,shoulder,4,93,2024-03-15 13:04:05.079574
52,48d80dfa-aaea-4512-86e4-e731d8df9ec6,907a33ed-1765-4ec6-a77b-00ed72161df2,someone,4,226,2024-02-08 19:25:50.547369
53,719529d8-e544-410d-a5de-cbea2771bfee,57c9ee8c-6a0d-4857-83f1-2a70f09541c2,develop,1,532,2024-04-17 21:56:04.366914
54,8f3a63e1-1f36-425e-a72d-b0388975402d,38800c6e-f0b9-44f0-9aab-666da2d3c7a1,great,5,312,2024-01-20 18:11:56.224888
55,fffb5d2e-8aa3-4f08-be4c-fc58446cb2f7,a563a425-416b-41c3-bb02-80c4667962e7,beat,1,320,2024-10-05 00:37:45.059651
56,8b0ce054-b38b-4433-b313-05aea8eb5e5e,db82249f-1c1c-4687-b794-3952d8e7f9e3,paper,5,249,2024-03-24 00:54:48.112223
57,8835cc1c-ddeb-4871-ba22-81c265011e50,6173432d-74ae-4eb0-be24-a2a6e5f3d4a0,letter,1,738,2024-03-23 15:17:14.087812
58,d183a475-3406-4fbd-aa2a-4fe4f1faf53a,0a6e98c8-a70e-45c7-b87b-9ed79bd7cd55,pay,3,765,2024-09-27 00:20:03.752225
59,4aa205b8-7fc5-4df0-8d7d-5f2094cc7ead,d177ab2a-9055-410c-b924-2bacf661947a,trip,3,762,2024-05-19 02:58:11.582524
60,e74c7cc6-2244-4688-a0e9-aa6d2ea3c892,4f07ff4f-a74d-43c7-a126-fb6a113c3e89,mention,4,579,2024-07-01 17:21:58.764924
61,f21a4a6f-a107-4fe3-a707-66fc9b8acb29,3f77c254-e642-4b64-87d2-de5f430d02e1,world,2,926,2024-01-12 21:40:50.289621
62,e8fea8fb-8679-41e5-be76-0c0b7d516819,1490ee41-a9ba-49f6-b67c-9363857fe86c,everyone,1,685,2024-11-05 05:26:10.631003
63,920e67fe-a26c-4614-88dc-556aa714007a,1f83decb-26f0-457c-b5ed-87b7b0985b42,level,1,405,2024-02-10 22:35:37.804306
64,a972fb33-3b6b-4112-83b1-8dd860124be4,faf9d2fe-2645-485c-ac05-7975aa77733b,door,1,926,2024-07-06 10:25:56.155603
65,9fd6d603-4b70-49f9-9219-21610cc6d3d7,771d2c43-3401-43bb-8168-58c353435d9b,little,5,28,2024-01-02 05:28:19.503555
66,1c8d8781-32a9-4617-a5af-43f78d68d266,e493cc13-9ae9-49fd-ab8c-bf7d3bd37dec,somebody,1,863,2024-01-03 10:53:54.921933
67,764c09bc-97cb-4355-867b-2663632565f9,0e05261a-f286-4026-9732-ddc11857d89a,get,5,994,2024-08-30 05:25:09.703756
68,068143bf-d5db-47fe-b888-4dadf004f440,092a92fd-09c5-4a44-b5f3-b3ff96d8fdaf,create,4,856,2024-05-19 19:21:23.124169
69,c4415869-69ac-42b0-90bd-ab2c710aeb95,1fde5bb3-64b6-48a3-8e49-d0c7ac676c6b,born,1,933,2024-09-05 23:03:56.938873
70,e9882e28-888e-4372-b346-b3870f69615b,c7d8fcd1-cab7-4a65-9601-a65e4f93e083,cold,3,134,2024-03-29 09:21:20.092973
71,0622e593-8f12-40ba-99c1-0b94b7eb3b86,11d697dc-7379-43c0-a55d-f985bbc292fa,away,5,422,2024-07-24 14:32:33.211352
72,a9310734-1623-43eb-8c55-4c8352d2e58f,392951e3-3158-4aed-b483-be282b8a496c,score,5,132,2024-10-23 03:28:14.392477
73,e02eace9-7347-484b-b592-b406b8eafa55,1bf9a4da-ec4d-4271-bb79-ae743a0f655f,capital,1,913,2024-11-03 00:10:48.720875
74,7965be5d-f980-4784-97da-0c2bb8cd9de3,545314f1-1c54-4f0d-b0ac-bb2137d151ca,tonight,5,598,2024-03-05 00:45:33.415096
75,f67d6812-4d83-4e29-9bc7-bfeff67be8c6,d6bf11c2-30ca-4515-a440-9cfea30f4644,material,4,845,2024-01-01 00:56:43.447747
76,3420e083-a827-450b-9cd0-3e135aa806e9,9aae6b5f-f321-4b53-b1e7-2cd325b946d5,article,2,11,2024-08-08 16:40:32.211098
77,0765db6c-a50c-4fc4-bba4-081a4ad4f518,f828012a-9ff8-4cf8-b025-5a62304c80c2,play,2,462,2024-01-09 09:47:46.004632
78,966374f9-df20-4dd0-bc72-37ea941e954e,d7b0bf5c-3dc0-4e25-b6da-215ca3afb44e,road,2,607,2024-08-27 22:42:05.766991
79,ca85c678-5b2e-46e4-9a80-aae8d9e9cb22,5cf71b24-58fd-4219-aeb7-fbde3c1342c2,establish,2,981,2024-02-01 05:49:01.938611
80,9e7e2b6a-9415-49da-b33b-ade7f1ae8fbf,426b3fd0-503a-4f80-8549-974795422676,mother,5,838,2024-04-06 11:54:02.290281
81,72974b13-ffb6-4760-9204-d9b7a22ae583,fd0ef64d-610f-454a-adc0-e10b9e5dc176,ability,4,771,2024-04-03 20:50:10.668308
82,1eed38e7-e6e2-4bfe-929f-d84e02a7c3ef,244687e0-f500-4bc3-86a7-1b1e492a8d0f,how,4,952,2024-08-21 15:35:37.619062
83,b63bbfca-c75b-43e9-a0cd-cb32b8ffef9f,07db441b-44a0-4f66-92cc-b60706c08402,wonder,3,708,2024-07-07 18:05:16.498177
84,60364364-6ecc-4e74-9ac8-73762e69b3f9,18c7935f-c6f8-457b-8b17-7aa66054c41e,perhaps,1,295,2024-02-28 03:45:42.956577
85,0ca9a4ca-d020-48e8-aa6c-12b20eefbd19,d1092ca6-2973-481e-ab06-d280f125b9a6,fund,2,741,2024-03-16 03:05:28.712620
86,07285f13-5977-4cd9-8644-ce0686bba45e,e01c0cb7-c28c-4867-9bd7-91a9b15db48c,until,1,13,2024-04-23 20:12:31.732250
87,5f9e18ad-a9ae-465f-a507-bb59f37eb5eb,4c6223f3-13e6-4bab-8d1d-cab33536228b,star,3,276,2024-09-05 10:08:11.466369
88,cf9d42db-b5a5-4f93-a3e6-eb720b0f72c3,ac3c87d1-3812-42f5-8f74-c71aa330fa18,around,5,111,2024-09-25 07:14:30.767746
89,40fbefef-75de-47bf-8297-3c606d76072e,950e555c-92c3-4ae2-9ab4-348dea1bf1dc,main,3,718,2024-05-13 13:05:48.293907
90,0bdf44c2-9fab-4f2a-9e07-879185bf353d,2aa61841-3512-47e4-833c-199a357e3d7f,try,3,56,2024-03-08 07:11:30.192066
91,b131039b-9576-488d-af34-9d9c3eac5286,cc57e1c2-e972-407a-bc93-af8daa1c3961,scene,3,150,2024-01-17 23:27:25.099746
92,09395d8a-fe3c-46da-b514-c7da757680c6,54d883cc-f7c5-4cd0-b09a-ac7c50fe6d83,begin,5,587,2024-09-07 14:47:25.237786
93,aca2fd69-ca6c-43f1-bb22-bccb3a3742b8,ba3ff6e0-d29c-4446-a699-547ce9a61005,shake,4,223,2024-10-24 06:35:58.232748
94,9cb5e769-1069-41d6-aa34-d01fb8e55406,0a1b1617-ef79-475a-a4b7-a5316c6969b2,hear,5,357,2024-05-05 17:50:24.905188
95,d64fc18b-b564-43cc-9da7-5de3d4eb8624,de623dd5-8c9d-45cd-8ef9-b8aee518dd09,cut,4,725,2024-07-30 04:11:59.406667
96,78973237-c325-4f4f-acc3-75e9169c0d3f,6c2ebdcd-ec77-47dd-bcce-43d3dd5e3f6e,laugh,1,826,2024-03-31 09:09:57.051942
97,bceda893-d70c-47af-9f9e-060ce6ff5537,1cd707d1-d229-43df-a496-7f51997f5322,bad,4,504,2024-03-04 09:23:36.291423
98,a8550eee-9f15-47e5-a7de-a885582f985a,dc73b2f2-5411-4da4-92b1-1c1ab4a731fe,since,2,572,2024-04-25 21:52:47.107391
99,6e99eb10-6c22-42b3-80be-47fcc1218023,58422c69-3b6b-4d1d-92c7-38f95c0ad151,least,1,978,2024-01-14 21:51:09.945784
100,b5054dff-805e-46f4-b4fb-1c213e3aa854,04512aa2-f0a7-48d5-9210-2fc32d403761,prepare,2,290,2024-05-30 08:24:19.969551
101,a64df559-d28e-45a1-8dd3-e4a1591b7138,f3213711-e976-454b-b36b-94b3b78d8b6b,care,5,104,2024-05-25 10:40:24.974376
102,c9fd3b7b-ab54-4416-8579-868d4d6abfb3,03504b40-a130-4b21-a962-e77338f1021b,challenge,5,877,2024-03-14 08:28:26.303364
103,09c0667d-aba2-450c-8c58-6e6ac3969d21,7f1dfd5a-c41c-4d53-af58-134e3fa7f10c,pretty,4,785,2024-09-21 20:52:05.889505
104,79aed32a-e4ba-4885-b8ed-6f1403752c96,d407e7ec-53c5-42d7-86e0-04e75c6b6cdb,current,4,465,2024-02-14 07:49:16.819973
105,3e58504e-cae3-40ff-ad5c-aec24c20dec8,acc6cb58-fcc7-41db-bde1-c35714a923d1,understand,3,353,2024-10-20 16:04:15.209225
106,54d6e3ba-7946-4144-943d-21a7c1b9d925,fd0ef64d-610f-454a-adc0-e10b9e5dc176,class,1,88,2024-05-26 23:13:41.923038
107,1d591dc8-02bb-487d-b36a-03d56b2d4842,f8a92d76-1b0c-4e38-bd28-6af6788fda8a,entire,3,89,2024-02-18 05:37:04.058634
108,d859819a-00e1-4f63-ad62-ac7f1e4a77ad,ed6a583e-d6f7-497a-a5cf-3fdf6a473d46,identify,5,424,2024-05-14 00:49:04.269843
109,78dc9883-652b-4fae-8472-39b0758d99d0,6977c978-8e7b-4644-a000-780fd85eefe9,land,1,310,2024-01-27 21:17:33.686595
110,b0e3e764-9fee-47c0-a4d5-f7c015ec0b97,f7fbbfce-6215-469c-ae01-e0df697b1cc0,get,4,716,2024-02-20 00:12:36.077558
111,66487ca0-a66e-406b-b850-9f4bc660244e,eb162cb2-b478-4acc-a09a-efbe405a8565,lawyer,5,437,2024-09-28 21:21:01.503000
112,5495344b-0303-4035-b01d-34c54df0c891,07f16b32-9447-4166-a70d-9bc094699b67,sense,1,153,2024-03-24 18:20:06.003340
113,c8bcefe6-ab19-4607-8411-c41da11fde6f,a8382e15-3d5a-4ab2-ae1e-327a991cfdd0,fund,4,673,2024-05-14 04:50:13.837367
114,488dc309-4a8d-42bf-bf76-54c217447975,d5d205f1-d9ee-49cb-9bda-9b919cb31f2d,study,1,388,2024-03-02 01:06:08.146273
115,67011362-4cb5-4eae-8739-ee7c28752269,91462480-9dd0-4f85-a626-abeffe9a5e5b,energy,4,20,2024-05-29 22:49:21.590715
116,a204a029-d2c7-4c6f-ae3b-40cf1a9f42fc,6b7ab3f8-5b31-48fa-ad7e-1b0275f92d75,report,3,748,2024-06-03 07:52:05.472106
117,990cd5ee-ae18-49af-800d-a025d138a0bd,47013361-dc1d-421f-acc7-35a110bfadf5,crime,3,956,2024-03-01 10:39:25.153784
118,92815658-4324-4a1e-ac82-e39a8d18e08c,96810359-0916-4e22-b590-abfd23b98188,cost,4,877,2024-05-06 10:26:40.369342
119,13632445-7184-4992-ad7b-eb05cf8c0238,14fd8044-f834-4c2c-b8a4-aa7e4e94f15c,white,4,978,2024-10-20 20:04:13.934583
120,a51b46cc-369c-4e51-a2c1-9cfa924c6486,36c9c56e-55d1-4d0b-be97-cf7ddbee2f50,mind,4,813,2024-05-04 13:34:40.100024
121,72b9ece2-df0f-446e-b4ac-bb36296563d8,e8b87308-eca6-4c8a-a8b0-73e56f10f027,light,2,245,2024-08-19 17:52:41.923935
122,5e97f62b-19da-4a20-8ec5-25f7b82dac12,e59d6675-6525-4c46-ad31-7d2b2438468c,reduce,2,982,2024-10-21 08:32:13.554260
123,dfc769b2-7c9a-43e2-ae7f-c4cb96577d62,fac7b6bc-4d45-4f90-914e-8132004da3b2,move,4,608,2024-09-24 21:14:08.794146
124,66c259a9-0922-4eab-98d6-92ef3e3ed382,1096a556-69db-4c88-a73d-32c91450c117,door,1,240,2024-03-22 02:53:26.764850
125,18b44a62-efa9-4d5c-91a9-b21008177eb9,98ea2950-50bd-4596-97d1-e61b6ee3452a,whom,4,4,2024-06-16 00:37:38.604364
126,33c8ad0d-17e0-4a93-b6f1-a2c88f1ded5b,9aae6b5f-f321-4b53-b1e7-2cd325b946d5,want,5,536,2024-02-08 07:49:29.093831
127,09be92c6-460e-45a5-8e06-29af3d08fbbc,65f50066-9fdd-45f9-93b8-caef5a3c562c,get,2,196,2024-03-13 13:27:46.372242
128,7eaa11e1-fe60-4632-ad1d-dbf4d6a97d86,97000653-5e2a-47a9-872b-aab990107e84,summer,4,236,2024-08-31 09:40:14.771494
129,81543c05-e948-4264-9d31-276a01db61f3,6519138a-4283-4d8d-a455-116094117272,summer,2,146,2024-04-11 04:57:29.423231
130,b45302ce-967b-4b56-a08c-d8b0204f3883,52d0132b-d93b-48d0-b857-361680fc961c,it,1,620,2024-03-28 14:24:19.808142
131,01af6e23-503d-44cb-8cff-47ed8755b8a0,37a0c53b-68b1-4b36-a4e2-92f95dea18aa,various,3,326,2024-07-25 00:50:46.855046
132,0f9163e5-a35c-4dc3-95a3-0d4c3aafc3eb,5140bd35-9ada-4cce-87e0-3922b8e10b19,quality,4,762,2024-07-20 01:35:43.852690
133,5491cc0c-0585-476c-9393-59eda7969686,576987bd-4eaf-41c3-9aea-b8b0fccd82bb,cover,5,592,2024-01-11 13:05:27.687047
134,409d0299-edc2-4e14-a80f-734f0d43e741,79cb9ccc-bb7e-47de-ba06-16937dc0fc4a,another,4,5,2024-09-08 03:49:42.499955
135,42e18c06-023a-450b-a2c7-71d8899d7f72,3290fdde-746e-4ffb-b55e-a6db27b0b7be,particularly,3,339,2024-05-24 03:37:54.523463
136,45fcfc00-a705-4161-9e49-ceaf3b24f31b,95b305a3-3423-4a20-8b7c-b878802d70ba,face,3,942,2024-07-24 16:23:30.458391
137,4b292eed-6b66-4516-8b12-caf17c8612ca,7e7b5c7f-622c-47d6-9d94-7d01e074185e,citizen,3,278,2024-07-17 17:29:48.589845
138,1bce718d-6492-4ef2-8c2f-e2263e99a588,b9fda3f3-5abf-48e4-974b-e87d68216bda,who,3,290,2024-08-18 23:04:43.076736
139,7ad29774-0ca1-40ce-89e0-2a616bacf6ec,597c9ee7-c2ac-4c24-bd06-b7431828ab29,themselves,4,106,2024-05-09 05:33:09.869294
140,33666199-d589-460c-95c1-a2a1201d620c,67601764-2dd9-4646-a0f2-6407bfc586bd,effort,5,94,2024-03-10 09:18:10.903299
141,131957bb-dd90-41ff-a891-ac2e5a6025ac,19ccd41c-7f59-4504-befc-2b1bbab590cd,here,5,458,2024-08-14 16:23:52.990906
142,b7965b22-f235-4727-9144-8f2de10f497f,d0596614-0d9c-4770-9475-950d0615d334,south,1,577,2024-03-09 08:29:32.494702
143,1e8ca044-90fb-4d8f-976b-5eec327fbca3,fafd29ed-dbce-4d66-93de-5aacb747b454,term,1,185,2024-02-24 20:53:18.935304
144,b78a78bc-f9f4-4e30-bd98-5dfb0909fef5,7fc31408-ecfc-4cdf-a4dd-fcbd145ca205,still,4,686,2024-05-23 04:52:37.515158
145,7adde6ae-3fba-4836-852d-cc456a8d0c38,a7400eeb-453e-49fe-a255-7e644c030728,off,3,947,2024-06-14 23:29:16.157249
146,ce4e986c-ec96-4ce5-b079-c5af9c6d4f85,27347415-c270-4fcb-85ac-af1f8584e9f5,sign,1,279,2024-08-09 01:46:33.545272
147,51821551-ea9e-41b3-a1ba-3afa30cd60da,36486064-1130-4e63-8ea6-d4f0569d24c1,tonight,1,781,2024-05-09 19:53:10.651503
148,db660b95-ab9a-49b9-97c9-9b0db3d7ecaa,67e8c25e-de38-4265-8426-411d54e40604,meeting,1,950,2024-08-25 08:25:00.138585
149,fb790e9e-a05f-4562-8dd4-715443d80306,e33cfbb9-f02e-4b8f-9e98-b1f3c1b9a7cb,evening,4,694,2024-09-28 18:41:22.787770
150,b6a59c85-62b6-4413-90a5-bf553ed3bdac,392951e3-3158-4aed-b483-be282b8a496c,treat,2,563,2024-02-14 23:27:11.284538
151,312ab22f-c746-4ded-a92f-454a0d26964c,557c72f6-a4a2-4cb2-8969-343b7b5754ff,anything,4,990,2024-06-28 06:10:44.442641
152,5f123386-d504-4840-a3f0-3568e1f47e88,599f44c2-2a58-41ae-a95c-ff5c3c7d62c0,could,5,906,2024-05-07 23:02:22.982435
153,71888b5e-149d-4da9-91e1-7435ca8d8989,63cdb1c7-7256-4334-8e5a-a5dcc55e6aec,herself,4,573,2024-09-24 13:16:50.308172
154,d09bd2b6-fe13-4238-a3b6-89f053c741f1,acacdec1-f875-4f48-8b6d-0bb7e7b35333,father,1,707,2024-07-15 17:00:55.159890
155,d5cdefae-4b9d-4062-a034-e9dbbd4f4576,9c7596e4-2b3e-44f9-9bf2-e4e8f1e32a12,effect,4,363,2024-07-27 13:39:55.580601
156,dbd3efd9-f423-4cb1-8a37-62ef0e451788,53813924-0840-45b1-905b-00bca8e52126,back,1,174,2024-02-07 17:21:11.416029
157,15aa1a31-86b3-49f2-8af0-2e02cb117a8d,4d0237a2-6ad6-4a53-9b61-c7d9744b8827,chair,3,728,2024-04-02 06:27:56.253302
158,6a58b09d-b0b0-4428-a71e-1023e3b8178e,1711e438-9d68-4e73-8077-6239c535f88f,investment,1,676,2024-10-11 10:10:20.610924
159,e3154a7b-e0cd-40d3-9bf6-396e29ccfd8e,1f83decb-26f0-457c-b5ed-87b7b0985b42,technology,3,61,2024-02-24 13:30:08.375241
160,ea58225b-afc1-4184-bc02-e685711cfb2f,97000653-5e2a-47a9-872b-aab990107e84,bit,4,66,2024-04-24 09:52:10.400952
161,039813fe-9468-4e2a-8f02-167f5532c118,300bebe4-a47e-4579-8235-d1318ef4838d,responsibility,2,189,2024-09-02 01:14:10.773198
162,3d969362-d3de-432c-9f52-e86adc0626cc,90931d9b-a703-4452-94c9-723d40462511,ahead,5,742,2024-05-25 11:31:02.010184
163,18a026ab-0bda-4e64-9c24-bac57a92e13d,c4de4d6d-40a1-4b5a-97c3-f7efa014912e,onto,1,669,2024-02-18 21:48:26.216887
164,16e46206-1ba5-4374-aaf6-3d17e85f9111,83cebe5e-7c61-488d-b6ed-0abe0a0dc0ad,always,5,690,2024-10-19 15:16:50.483357
165,f135bd1a-f06f-4d66-988e-88ebf2b59dc5,2713b567-acf6-453d-a60e-0e43f5e3ae35,either,3,225,2024-06-01 18:32:35.598037
166,e0c51cf9-11ab-4de0-8c12-6e0e9ad3228a,576987bd-4eaf-41c3-9aea-b8b0fccd82bb,measure,3,759,2024-04-20 16:52:28.695082
167,e2eaf630-4278-401f-8dc0-e3b75ca35831,c0cd2130-e5be-4e26-aa3f-b13913557de9,any,3,606,2024-08-06 16:16:24.601239
168,acee88c8-ecec-4d03-a3a0-3fe4a6db0df9,76d5cc54-d1fc-47f4-b5e4-f5dc35133100,admit,5,739,2024-07-02 21:32:48.481463
169,5986456d-a9ee-4fbd-8c22-601d94433e81,3b663e10-a94d-4159-bf1b-2189c6a36453,will,5,764,2024-03-04 09:06:59.795729
170,404024bf-c7c5-475f-81bb-ec4e1d62475b,4b0a2349-302d-46c3-9d9a-fb3494a2ec70,factor,2,527,2024-07-30 10:49:17.506197
171,e231d956-746e-4d26-baec-876522b693b9,13db3710-e379-4ae1-adc5-7a29d3fdb514,maintain,3,939,2024-01-28 12:28:33.887045
172,4488fc12-bae4-407b-bc12-bba04943a406,f90d03af-a856-495a-aefb-f871888490c2,fear,2,73,2024-01-17 23:11:13.634226
173,ff00d80b-6613-4651-92db-178f136b7239,9fbd8f58-b7cf-4774-bb6b-2b7a4a682ba4,time,3,305,2024-09-04 17:29:36.689554
174,9b4bd240-2698-47ac-be3f-d638de922e8f,3f82417e-e470-4e46-bc62-f72522665160,walk,2,312,2024-09-22 12:26:21.758283
175,4d672888-12f7-4472-b91f-82c6ef778bdf,0453f148-50fb-4115-8d68-73dae619ff33,serious,4,411,2024-09-30 06:33:17.483856
